Order_ID,Order_Time,City,Restaurant,Order_Value,Delivery_Fee,Discount,Payment_Mode,Delivery_Time_Min,Final_Amount
ORD102524,2023-04-16 04:00:00,Chennai,Pizza Corner,620.69,43.49,250.75,Wallet,29,413.43000000000006
ORD102525,2023-04-16 05:00:00,Mumbai,Biryani House,1680.89,71.59,6.73,Wallet,59,1745.75
ORD102526,2023-04-16 06:00:00,Bangalore,Tandoori Nights,1012.24,69.64,438.57,Card,62,643.3100000000002
ORD102527,2023-04-16 07:00:00,Bangalore,Tandoori Nights,1201.64,36.97,452.39,Wallet,21,786.2200000000001
ORD102528,2023-04-16 08:00:00,Kolkata,Biryani House,1159.21,8.85,55.33,Cash,67,1112.73
ORD102529,2023-04-16 09:00:00,,South Express,1277.14,73.16,490.58,Wallet,86,859.7200000000003
ORD102530,2023-04-16 10:00:00,Mumbai,Tandoori Nights,1413.33,28.52,426.38,Card,30,1015.4699999999999
ORD102531,2023-04-16 11:00:00,Kolkata,South Express,1498.09,45.1,61.02,Card,31,1482.1699999999998
ORD102532,2023-04-16 12:00:00,Bangalore,South Express,351.26,56.77,216.5,Wallet,51,191.52999999999997
ORD102533,2023-04-16 13:00:00,Hyderabad,Pizza Corner,1663.19,82.55,467.2,Wallet,68,1278.54
ORD102534,2023-04-16 14:00:00,Hyderabad,Biryani House,242.57,78.3,170.32,Cash,69,150.55
ORD102535,2023-04-16 15:00:00,Delhi,Urban Tadka,1269.59,14.98,208.0,Cash,61,1076.57
ORD102536,2023-04-16 16:00:00,Bangalore,Urban Tadka,1890.7,14.63,167.18,Cash,31,1738.15
ORD102537,2023-04-16 17:00:00,Pune,Tandoori Nights,723.93,62.84,78.95,UPI,17,707.8199999999999
ORD102538,2023-04-16 18:00:00,Delhi,South Express,658.3,61.0,240.03,UPI,75,479.27
ORD102539,2023-04-16 19:00:00,Kolkata,South Express,1801.05,76.35,209.81,Card,85,1667.59
ORD102540,2023-04-16 20:00:00,Mumbai,Spice Hub,983.29,32.43,180.63,Wallet,37,835.0899999999999
ORD102541,2023-04-16 21:00:00,Pune,South Express,650.03,8.98,304.35,Wallet,72,354.65999999999997
ORD102542,2023-04-16 22:00:00,Bangalore,Spice Hub,1038.05,61.83,133.19,Cash,60,966.6899999999998
ORD102543,2023-04-16 23:00:00,Pune,Biryani House,1461.09,63.0,214.07,UPI,47,1310.02
ORD102544,2023-04-17 00:00:00,Kolkata,Pizza Corner,1189.94,94.26,214.72,Card,47,1069.48
ORD102545,2023-04-17 01:00:00,Pune,Pizza Corner,839.8,33.98,97.19,UPI,40,776.5899999999999
ORD102546,2023-04-17 02:00:00,Delhi,Spice Hub,,77.96,188.6,Card,10,
ORD102547,2023-04-17 03:00:00,Hyderabad,South Express,620.83,20.42,199.2,Cash,84,442.05
ORD102548,2023-04-17 04:00:00,Mumbai,Tandoori Nights,874.58,19.94,458.24,UPI,58,436.2800000000001
ORD102549,2023-04-17 05:00:00,Mumbai,Biryani House,1399.98,65.38,244.54,Card,21,1220.8200000000002
ORD102550,2023-04-17 06:00:00,Mumbai,South Express,409.46,67.97,258.5,Card,76,218.92999999999995
ORD102551,2023-04-17 07:00:00,Kolkata,Pizza Corner,255.84,46.71,232.63,UPI,63,69.92000000000002
ORD102552,2023-04-17 08:00:00,Hyderabad,Spice Hub,1029.67,46.98,164.92,Card,45,911.7300000000001
ORD102553,2023-04-17 09:00:00,Mumbai,Urban Tadka,161.45,28.43,103.94,Card,51,85.94
ORD102554,2023-04-17 10:00:00,Bangalore,Biryani House,1485.19,77.04,68.8,Card,11,1493.43
ORD102555,2023-04-17 11:00:00,Chennai,Tandoori Nights,1144.3,12.34,427.17,Card,10,729.4699999999998
ORD102556,2023-04-17 12:00:00,Mumbai,Biryani House,766.09,22.61,297.59,Cash,34,491.11000000000007
ORD102557,2023-04-17 13:00:00,Chennai,Pizza Corner,,58.75,48.24,Wallet,68,
ORD102558,2023-04-17 14:00:00,Chennai,Biryani House,841.34,41.32,469.95,UPI,27,412.7100000000001
ORD102559,2023-04-17 15:00:00,Chennai,Spice Hub,1470.6,0.28,5.66,Card,11,1465.2199999999998
ORD102560,2023-04-17 16:00:00,Kolkata,Biryani House,897.41,24.5,98.81,Wallet,47,823.0999999999999
ORD102561,2023-04-17 17:00:00,Bangalore,Tandoori Nights,1574.92,0.45,341.73,Card,16,1233.64
ORD102562,2023-04-17 18:00:00,Pune,Biryani House,601.66,59.07,447.88,Wallet,39,212.85000000000002
ORD102563,2023-04-17 19:00:00,Kolkata,Pizza Corner,186.58,61.92,441.88,Card,23,-193.38
ORD102564,2023-04-17 20:00:00,Mumbai,Urban Tadka,1656.86,4.57,216.25,Wallet,31,1445.1799999999998
ORD102565,2023-04-17 21:00:00,Pune,Tandoori Nights,1575.73,64.73,272.63,Wallet,43,1367.83
ORD102566,2023-04-17 22:00:00,Hyderabad,Tandoori Nights,1822.15,30.77,352.69,UPI,16,1500.23
ORD102567,2023-04-17 23:00:00,Kolkata,Tandoori Nights,352.25,39.39,186.29,Wallet,18,205.35
ORD102568,2023-04-18 00:00:00,Hyderabad,Biryani House,,29.05,9.7,Wallet,13,
ORD102569,2023-04-18 01:00:00,Hyderabad,Pizza Corner,1000.95,3.89,457.5,UPI,84,547.34
ORD102570,2023-04-18 02:00:00,Pune,South Express,1177.46,80.94,182.49,Cash,11,1075.91
ORD102571,2023-04-18 03:00:00,Pune,Tandoori Nights,149.62,45.35,136.52,Wallet,73,58.44999999999999
ORD102572,2023-04-18 04:00:00,Pune,Tandoori Nights,1334.48,57.83,202.43,Card,85,1189.8799999999999
ORD102573,2023-04-18 05:00:00,Pune,Urban Tadka,848.69,52.43,251.48,Card,19,649.64
ORD102574,2023-04-18 06:00:00,Kolkata,Biryani House,925.13,78.49,3.74,Cash,79,999.88
ORD102575,2023-04-18 07:00:00,Bangalore,Pizza Corner,372.16,68.32,238.47,Cash,72,202.01000000000002
ORD102576,2023-04-18 08:00:00,Hyderabad,South Express,1253.42,99.79,428.87,Cash,34,924.34
ORD102577,2023-04-18 09:00:00,Mumbai,Spice Hub,969.46,44.53,352.66,Cash,85,661.3299999999999
ORD102578,2023-04-18 10:00:00,Mumbai,Biryani House,1332.52,92.04,232.97,UPI,22,1191.59
ORD102579,2023-04-18 11:00:00,Delhi,Spice Hub,163.69,12.26,137.41,Cash,51,38.53999999999999
ORD102580,2023-04-18 12:00:00,Kolkata,Pizza Corner,916.93,74.42,104.03,Cash,24,887.3199999999999
ORD102581,2023-04-18 13:00:00,Pune,Spice Hub,968.01,1.39,394.79,Card,64,574.6099999999999
ORD102582,2023-04-18 14:00:00,Chennai,Biryani House,1267.06,45.48,13.86,Card,56,1298.68
ORD102583,2023-04-18 15:00:00,Chennai,Pizza Corner,1298.0,63.97,144.55,Card,67,1217.42
ORD102584,2023-04-18 16:00:00,Hyderabad,South Express,1819.85,21.39,473.57,Card,58,1367.67
ORD102585,2023-04-18 17:00:00,Mumbai,Tandoori Nights,1266.02,38.38,201.6,Card,19,1102.8000000000002
ORD102586,2023-04-18 18:00:00,Pune,Urban Tadka,1946.31,21.74,72.59,Cash,41,1895.46
ORD102587,2023-04-18 19:00:00,Mumbai,Urban Tadka,827.12,55.22,429.02,UPI,48,453.32000000000005
ORD102588,2023-04-18 20:00:00,Chennai,Biryani House,470.3,68.99,72.17,Card,37,467.11999999999995
ORD102589,2023-04-18 21:00:00,Kolkata,South Express,945.12,72.81,289.08,Wallet,75,728.8500000000001
ORD102590,2023-04-18 22:00:00,Mumbai,Biryani House,1181.32,19.87,171.5,Wallet,76,1029.6899999999998
ORD102591,2023-04-18 23:00:00,Kolkata,South Express,1053.93,50.6,47.65,Cash,64,1056.8799999999999
ORD102592,2023-04-19 00:00:00,Mumbai,Spice Hub,934.78,93.76,53.14,UPI,69,975.4
ORD102593,2023-04-19 01:00:00,Mumbai,Spice Hub,1350.67,32.42,150.02,Wallet,14,1233.0700000000002
ORD102594,2023-04-19 02:00:00,Bangalore,Biryani House,1668.51,41.82,383.19,Card,23,1327.1399999999999
ORD102595,2023-04-19 03:00:00,Pune,South Express,276.03,50.01,231.8,Cash,35,94.23999999999995
ORD102596,2023-04-19 04:00:00,Bangalore,Urban Tadka,1113.91,5.68,261.29,Card,24,858.3000000000002
ORD102597,2023-04-19 05:00:00,Pune,Pizza Corner,1591.55,53.9,257.38,Wallet,49,1388.0700000000002
ORD102598,2023-04-19 06:00:00,Kolkata,Urban Tadka,446.61,5.39,29.29,Wallet,28,422.71
ORD102599,2023-04-19 07:00:00,Pune,Pizza Corner,283.82,12.26,459.66,Cash,69,-163.58000000000004
ORD102600,2023-04-19 08:00:00,Hyderabad,Spice Hub,173.42,14.21,299.36,UPI,72,-111.73000000000002
ORD102601,2023-04-19 09:00:00,Delhi,Spice Hub,1443.45,79.48,478.47,Cash,66,1044.46
ORD102602,2023-04-19 10:00:00,Bangalore,Biryani House,617.67,0.04,14.96,Cash,62,602.7499999999999
ORD102603,2023-04-19 11:00:00,Bangalore,Pizza Corner,1171.87,83.38,245.19,Wallet,62,1010.06
ORD102604,2023-04-19 12:00:00,Hyderabad,Tandoori Nights,1487.45,30.56,169.17,Cash,33,1348.84
ORD102605,2023-04-19 13:00:00,Mumbai,South Express,1997.36,17.47,467.47,Wallet,33,1547.36
ORD102606,2023-04-19 14:00:00,,South Express,1635.99,34.28,100.8,UPI,47,1569.47
ORD102607,2023-04-19 15:00:00,Delhi,Tandoori Nights,1335.78,64.93,313.31,Wallet,57,1087.4
ORD102608,2023-04-19 16:00:00,Bangalore,Spice Hub,1144.71,33.21,442.17,UPI,80,735.75
ORD102609,2023-04-19 17:00:00,Chennai,Biryani House,794.05,22.11,405.95,Cash,19,410.21
ORD102610,2023-04-19 18:00:00,Hyderabad,Urban Tadka,1506.12,51.58,406.56,Cash,17,1151.1399999999999
ORD102611,2023-04-19 19:00:00,Delhi,Urban Tadka,874.04,1.77,380.16,UPI,49,495.6499999999999
ORD102612,2023-04-19 20:00:00,Bangalore,South Express,1118.5,83.16,400.93,Wallet,26,800.73
ORD102613,2023-04-19 21:00:00,Pune,Tandoori Nights,509.87,16.3,203.07,Card,22,323.09999999999997
ORD102614,2023-04-19 22:00:00,Chennai,South Express,451.1,80.85,251.35,UPI,49,280.6
ORD102615,2023-04-19 23:00:00,Pune,South Express,1458.41,8.15,419.31,Wallet,26,1047.2500000000002
ORD102616,2023-04-20 00:00:00,Chennai,Urban Tadka,273.68,97.1,265.14,Card,28,105.63999999999999
ORD102617,2023-04-20 01:00:00,Chennai,Spice Hub,274.19,59.88,298.66,UPI,47,35.40999999999997
ORD102618,2023-04-20 02:00:00,Kolkata,South Express,165.64,73.06,196.42,UPI,86,42.28
ORD102619,2023-04-20 03:00:00,Pune,South Express,1248.44,37.08,198.58,UPI,34,1086.94
ORD102620,2023-04-20 04:00:00,Delhi,Spice Hub,974.21,88.49,29.33,Cash,61,1033.3700000000001
ORD102621,2023-04-20 05:00:00,Pune,Urban Tadka,431.71,99.89,218.5,Cash,67,313.1
ORD102622,2023-04-20 06:00:00,Kolkata,Pizza Corner,1638.5,50.81,462.64,Cash,34,1226.67
ORD102623,2023-04-20 07:00:00,Hyderabad,Tandoori Nights,428.96,44.78,50.23,Wallet,19,423.51
ORD102624,2023-04-20 08:00:00,Kolkata,Urban Tadka,1433.14,80.19,418.96,UPI,82,1094.3700000000001
ORD102625,2023-04-20 09:00:00,Hyderabad,South Express,912.25,83.69,437.32,UPI,26,558.6200000000001
ORD102626,2023-04-20 10:00:00,Delhi,Tandoori Nights,1737.26,81.82,55.87,UPI,32,1763.21
ORD102627,2023-04-20 11:00:00,Bangalore,Biryani House,1875.94,53.42,445.45,Wallet,56,1483.91
ORD102628,2023-04-20 12:00:00,Pune,Spice Hub,422.27,3.46,156.43,Cash,23,269.29999999999995
ORD102629,2023-04-20 13:00:00,Delhi,South Express,776.22,95.83,88.67,UPI,67,783.3800000000001
ORD102630,2023-04-20 14:00:00,Chennai,Spice Hub,356.1,73.31,238.27,UPI,54,191.14000000000001
ORD102631,2023-04-20 15:00:00,Kolkata,Spice Hub,1376.96,2.04,231.9,Cash,69,1147.1
ORD102632,2023-04-20 16:00:00,Hyderabad,Pizza Corner,369.68,91.98,265.81,Wallet,55,195.85000000000002
ORD102633,2023-04-20 17:00:00,Chennai,Urban Tadka,1647.07,54.35,13.14,Card,20,1688.2799999999997
ORD102634,2023-04-20 18:00:00,Pune,South Express,393.13,18.25,382.57,UPI,22,28.810000000000002
ORD102635,2023-04-20 19:00:00,Delhi,Tandoori Nights,192.07,11.76,333.63,Cash,14,-129.8
ORD102636,2023-04-20 20:00:00,Chennai,Pizza Corner,946.48,95.22,179.9,Card,19,861.8000000000001
ORD102637,2023-04-20 21:00:00,Bangalore,South Express,1640.59,82.5,265.72,Card,29,1457.37
ORD102638,2023-04-20 22:00:00,Delhi,South Express,,24.99,244.78,Wallet,21,
ORD102639,2023-04-20 23:00:00,Hyderabad,Spice Hub,942.12,77.76,208.61,Cash,53,811.27
ORD102640,2023-04-21 00:00:00,Kolkata,Spice Hub,575.22,41.22,13.17,Cash,75,603.2700000000001
ORD102641,2023-04-21 01:00:00,Chennai,Tandoori Nights,157.59,87.46,266.87,Wallet,76,-21.819999999999993
ORD102642,2023-04-21 02:00:00,Delhi,Urban Tadka,1764.02,91.19,272.08,Cash,17,1583.13
ORD102643,2023-04-21 03:00:00,Chennai,Tandoori Nights,1404.08,92.41,30.49,Card,15,1466.0
ORD102644,2023-04-21 04:00:00,Chennai,Tandoori Nights,758.54,30.05,475.6,Wallet,33,312.9899999999999
ORD102645,2023-04-21 05:00:00,Chennai,Tandoori Nights,1270.29,23.36,77.33,Cash,62,1216.32
ORD102646,2023-04-21 06:00:00,Mumbai,Pizza Corner,757.45,32.33,91.98,Cash,13,697.8000000000001
ORD102647,2023-04-21 07:00:00,Kolkata,South Express,1413.32,33.56,357.99,Wallet,44,1088.8899999999999
ORD102648,2023-04-21 08:00:00,Kolkata,Biryani House,1920.15,61.7,445.05,Cash,18,1536.8000000000002
ORD102649,2023-04-21 09:00:00,Delhi,South Express,1549.55,13.24,87.79,Card,36,1475.0
ORD102650,2023-04-21 10:00:00,Mumbai,Urban Tadka,244.93,94.47,488.54,Card,53,-149.14000000000004
ORD102651,2023-04-21 11:00:00,Chennai,Urban Tadka,1398.83,65.45,343.6,Cash,83,1120.6799999999998
ORD102652,2023-04-21 12:00:00,Chennai,South Express,156.86,13.91,120.67,Card,73,50.10000000000001
ORD102653,2023-04-21 13:00:00,Kolkata,Pizza Corner,1571.06,92.95,34.49,Wallet,51,1629.52
ORD102654,2023-04-21 14:00:00,Delhi,Tandoori Nights,1503.67,72.6,486.39,Cash,63,1089.88
ORD102655,2023-04-21 15:00:00,Kolkata,South Express,956.46,65.37,394.35,UPI,34,627.48
ORD102656,2023-04-21 16:00:00,Bangalore,Tandoori Nights,748.82,99.29,452.14,Card,36,395.97
ORD102657,2023-04-21 17:00:00,Chennai,Urban Tadka,311.16,76.51,380.53,UPI,48,7.140000000000043
ORD102658,2023-04-21 18:00:00,Bangalore,Pizza Corner,,52.34,153.36,Wallet,67,
ORD102659,2023-04-21 19:00:00,Hyderabad,Pizza Corner,1435.88,74.39,210.97,Wallet,32,1299.3000000000002
ORD102660,2023-04-21 20:00:00,Pune,South Express,295.78,63.67,298.32,Card,22,61.129999999999995
ORD102661,2023-04-21 21:00:00,Chennai,Biryani House,785.13,32.06,212.73,Wallet,73,604.46
ORD102662,2023-04-21 22:00:00,Mumbai,Urban Tadka,969.79,22.7,497.25,UPI,75,495.24
ORD102663,2023-04-21 23:00:00,Chennai,South Express,739.16,21.11,312.95,Cash,17,447.32
ORD102664,2023-04-22 00:00:00,Kolkata,Spice Hub,1727.31,28.81,389.73,UPI,60,1366.3899999999999
ORD102665,2023-04-22 01:00:00,Hyderabad,Spice Hub,1197.21,84.08,29.88,UPI,53,1251.4099999999999
ORD102666,2023-04-22 02:00:00,Delhi,Urban Tadka,916.86,55.7,263.4,Wallet,33,709.1600000000001
ORD102667,2023-04-22 03:00:00,Chennai,Spice Hub,675.72,11.56,347.9,Wallet,48,339.38
ORD102668,2023-04-22 04:00:00,Delhi,Spice Hub,131.78,44.98,471.52,UPI,34,-294.76
ORD102669,2023-04-22 05:00:00,Chennai,Spice Hub,188.35,10.66,311.27,Cash,61,-112.25999999999999
ORD102670,2023-04-22 06:00:00,Chennai,Biryani House,608.71,20.37,47.52,Card,12,581.5600000000001
ORD102671,2023-04-22 07:00:00,Chennai,Tandoori Nights,1572.9,29.58,191.58,Wallet,63,1410.9
ORD102672,2023-04-22 08:00:00,Delhi,Tandoori Nights,261.13,4.59,69.17,Wallet,27,196.54999999999995
ORD102673,2023-04-22 09:00:00,Bangalore,South Express,1513.25,13.0,265.67,Wallet,24,1260.58
ORD102674,2023-04-22 10:00:00,Kolkata,Biryani House,667.85,59.28,369.28,UPI,29,357.85
ORD102675,2023-04-22 11:00:00,Mumbai,Urban Tadka,808.1,73.39,290.5,Cash,29,590.99
ORD102676,2023-04-22 12:00:00,Pune,Biryani House,293.29,13.83,357.77,Wallet,19,-50.64999999999998
ORD102677,2023-04-22 13:00:00,Bangalore,South Express,,23.08,256.84,UPI,42,
ORD102678,2023-04-22 14:00:00,Pune,Spice Hub,1057.21,67.64,488.68,UPI,81,636.1700000000001
ORD102679,2023-04-22 15:00:00,Kolkata,Pizza Corner,1487.95,58.56,90.15,Card,23,1456.36
ORD102680,2023-04-22 16:00:00,Bangalore,Urban Tadka,348.3,18.7,463.13,UPI,63,-96.13
ORD102681,2023-04-22 17:00:00,Pune,Pizza Corner,312.16,58.54,322.08,Cash,14,48.62000000000006
ORD102682,2023-04-22 18:00:00,Mumbai,Tandoori Nights,1378.09,53.98,393.36,Wallet,16,1038.71
ORD102683,2023-04-22 19:00:00,Kolkata,Spice Hub,1689.28,26.11,470.81,Wallet,88,1244.58
ORD102684,2023-04-22 20:00:00,Chennai,Biryani House,448.54,33.45,267.22,Cash,15,214.76999999999998
ORD102685,2023-04-22 21:00:00,Mumbai,South Express,1873.81,10.32,148.44,Card,35,1735.6899999999998
ORD102686,2023-04-22 22:00:00,Bangalore,Biryani House,1657.52,37.68,477.33,Cash,42,1217.8700000000001
ORD102687,2023-04-22 23:00:00,Kolkata,Spice Hub,604.33,55.09,123.01,Wallet,21,536.4100000000001
ORD102688,2023-04-23 00:00:00,Kolkata,Pizza Corner,1279.57,72.44,335.34,Cash,43,1016.6700000000001
ORD102689,2023-04-23 01:00:00,Chennai,Spice Hub,200.7,28.13,254.81,Wallet,19,-25.980000000000018
ORD102690,2023-04-23 02:00:00,Chennai,Urban Tadka,1135.89,58.39,42.77,Wallet,50,1151.5100000000002
ORD102691,2023-04-23 03:00:00,Chennai,Urban Tadka,832.4,18.39,367.29,Wallet,53,483.49999999999994
ORD102692,2023-04-23 04:00:00,Mumbai,South Express,1082.16,30.13,259.23,Card,50,853.0600000000002
ORD102693,2023-04-23 05:00:00,Bangalore,Urban Tadka,1584.48,1.83,188.74,UPI,27,1397.57
ORD102694,2023-04-23 06:00:00,Pune,Urban Tadka,1416.47,98.01,151.3,Wallet,16,1363.18
ORD102695,2023-04-23 07:00:00,Hyderabad,Pizza Corner,363.09,68.63,398.01,Cash,71,33.70999999999998
ORD102696,2023-04-23 08:00:00,Chennai,Pizza Corner,1859.64,95.33,457.33,Wallet,26,1497.64
ORD102697,2023-04-23 09:00:00,Bangalore,Tandoori Nights,1228.45,30.7,261.83,Wallet,56,997.3200000000002
ORD102698,2023-04-23 10:00:00,Mumbai,Tandoori Nights,710.55,10.82,448.89,Wallet,23,272.48
ORD102699,2023-04-23 11:00:00,Chennai,Urban Tadka,209.65,35.65,421.12,UPI,41,-175.82
ORD102700,2023-04-23 12:00:00,Delhi,Urban Tadka,1709.86,62.61,415.77,Cash,20,1356.6999999999998
ORD102701,2023-04-23 13:00:00,Kolkata,Urban Tadka,276.74,15.92,61.58,Cash,80,231.08000000000004
ORD102702,2023-04-23 14:00:00,Hyderabad,Biryani House,1860.58,9.68,418.59,Card,13,1451.67
ORD102703,2023-04-23 15:00:00,Mumbai,Pizza Corner,1572.66,49.15,143.77,UPI,22,1478.0400000000002
ORD102704,2023-04-23 16:00:00,Chennai,Biryani House,1090.86,21.52,287.05,Card,72,825.3299999999999
ORD102705,2023-04-23 17:00:00,Pune,Urban Tadka,234.58,31.78,126.63,Cash,69,139.73000000000002
ORD102706,2023-04-23 18:00:00,Delhi,South Express,537.1,93.36,300.86,Wallet,86,329.6
ORD102707,2023-04-23 19:00:00,Delhi,South Express,1404.85,44.5,231.59,Cash,15,1217.76
ORD102708,2023-04-23 20:00:00,Chennai,Pizza Corner,1254.33,60.73,489.23,Wallet,42,825.8299999999999
ORD102709,2023-04-23 21:00:00,Mumbai,Biryani House,1460.22,93.39,195.85,Cash,77,1357.7600000000002
ORD102710,2023-04-23 22:00:00,Pune,Tandoori Nights,1063.7,33.55,203.42,UPI,32,893.83
ORD102711,2023-04-23 23:00:00,Hyderabad,Pizza Corner,1800.48,57.25,331.16,Cash,57,1526.57
ORD102712,2023-04-24 00:00:00,Chennai,Spice Hub,326.92,80.86,143.94,Cash,19,263.84000000000003
ORD102713,2023-04-24 01:00:00,Mumbai,Spice Hub,1645.19,85.41,160.65,Wallet,52,1569.95
ORD102714,2023-04-24 02:00:00,Pune,Tandoori Nights,1231.25,55.67,2.36,Wallet,42,1284.5600000000002
ORD102715,2023-04-24 03:00:00,Hyderabad,Biryani House,1092.02,19.17,201.24,UPI,50,909.95
ORD102716,2023-04-24 04:00:00,Pune,Tandoori Nights,1117.02,28.79,103.09,Card,68,1042.72
ORD102717,2023-04-24 05:00:00,Chennai,Spice Hub,722.46,57.95,158.4,UPI,29,622.0100000000001
ORD102718,2023-04-24 06:00:00,Bangalore,Urban Tadka,,43.08,307.15,UPI,22,
ORD102719,2023-04-24 07:00:00,Chennai,Tandoori Nights,1625.68,8.82,165.84,Card,43,1468.66
ORD102720,2023-04-24 08:00:00,Pune,Urban Tadka,525.14,39.42,25.12,Cash,53,539.4399999999999
ORD102721,2023-04-24 09:00:00,Bangalore,South Express,1981.08,3.83,317.08,Wallet,16,1667.83
ORD102722,2023-04-24 10:00:00,Bangalore,Biryani House,,78.38,162.06,Card,18,
ORD102723,2023-04-24 11:00:00,Pune,Tandoori Nights,1101.88,22.18,50.87,Wallet,10,1073.1900000000003
ORD102724,2023-04-24 12:00:00,Mumbai,Urban Tadka,445.64,30.56,356.85,Cash,27,119.34999999999997
ORD102725,2023-04-24 13:00:00,Delhi,Biryani House,1918.85,68.95,310.31,Card,10,1677.49
ORD102726,2023-04-24 14:00:00,Delhi,Biryani House,1557.12,53.37,415.49,UPI,70,1194.9999999999998
ORD102727,2023-04-24 15:00:00,Chennai,South Express,874.27,52.05,185.76,Cash,57,740.56
ORD102728,2023-04-24 16:00:00,Delhi,Urban Tadka,1599.45,16.07,412.11,UPI,78,1203.4099999999999
ORD102729,2023-04-24 17:00:00,Bangalore,Spice Hub,702.56,83.18,68.94,Wallet,25,716.8
ORD102730,2023-04-24 18:00:00,Hyderabad,Biryani House,,59.6,216.6,Cash,74,
ORD102731,2023-04-24 19:00:00,Kolkata,Spice Hub,1673.29,54.93,432.0,Card,76,1296.22
ORD102732,2023-04-24 20:00:00,Bangalore,Tandoori Nights,128.33,17.03,358.91,UPI,81,-213.55
ORD102733,2023-04-24 21:00:00,Mumbai,Pizza Corner,589.36,18.56,12.08,Card,79,595.8399999999999
ORD102734,2023-04-24 22:00:00,Kolkata,Urban Tadka,904.16,61.68,375.61,Cash,61,590.2299999999999
ORD102735,2023-04-24 23:00:00,,Spice Hub,1132.52,34.53,183.99,Wallet,27,983.06
ORD102736,2023-04-25 00:00:00,Pune,South Express,1403.79,12.96,264.04,UPI,17,1152.71
ORD102737,2023-04-25 01:00:00,Bangalore,South Express,1848.91,40.09,384.64,Cash,76,1504.3600000000001
ORD102738,2023-04-25 02:00:00,Hyderabad,Tandoori Nights,448.83,78.23,179.95,UPI,46,347.10999999999996
ORD102739,2023-04-25 03:00:00,,Biryani House,1558.87,95.54,222.39,Card,44,1432.02
ORD102740,2023-04-25 04:00:00,Delhi,Tandoori Nights,1087.26,23.62,125.53,Cash,46,985.3499999999999
ORD102741,2023-04-25 05:00:00,,Urban Tadka,129.68,40.76,306.79,UPI,48,-136.35000000000002
ORD102742,2023-04-25 06:00:00,Bangalore,Tandoori Nights,521.2,0.91,432.12,Wallet,29,89.99000000000001
ORD102743,2023-04-25 07:00:00,Bangalore,Tandoori Nights,875.46,94.33,45.27,UPI,33,924.5200000000001
ORD102744,2023-04-25 08:00:00,Delhi,South Express,1986.11,18.01,33.37,UPI,30,1970.75
ORD102745,2023-04-25 09:00:00,Hyderabad,Tandoori Nights,1154.45,29.4,65.86,Cash,62,1117.9900000000002
ORD102746,2023-04-25 10:00:00,Kolkata,Tandoori Nights,477.01,68.47,50.11,UPI,52,495.37
ORD102747,2023-04-25 11:00:00,Pune,Spice Hub,365.46,63.13,403.91,Cash,10,24.67999999999995
ORD102748,2023-04-25 12:00:00,Kolkata,South Express,400.75,3.76,259.13,Card,75,145.38
ORD102749,2023-04-25 13:00:00,Kolkata,Spice Hub,1588.35,87.21,107.9,Card,38,1567.6599999999999
ORD102750,2023-04-25 14:00:00,Delhi,Biryani House,842.63,87.31,433.95,Card,47,495.99000000000007
ORD102751,2023-04-25 15:00:00,Pune,South Express,529.43,38.3,186.96,Wallet,11,380.76999999999987
ORD102752,2023-04-25 16:00:00,Delhi,South Express,,34.42,43.94,Card,37,
ORD102753,2023-04-25 17:00:00,Hyderabad,South Express,1014.41,88.01,468.76,Cash,66,633.6600000000001
ORD102754,2023-04-25 18:00:00,Delhi,Biryani House,1124.02,47.12,122.77,Wallet,81,1048.37
ORD102755,2023-04-25 19:00:00,Mumbai,Pizza Corner,1653.99,98.07,87.66,Card,86,1664.3999999999999
ORD102756,2023-04-25 20:00:00,Mumbai,South Express,1720.93,47.12,21.97,UPI,85,1746.08
ORD102757,2023-04-25 21:00:00,Pune,Spice Hub,1918.12,95.17,32.6,Card,45,1980.69
ORD102758,2023-04-25 22:00:00,Hyderabad,Tandoori Nights,562.75,57.72,352.91,UPI,43,267.56
ORD102759,2023-04-25 23:00:00,Chennai,Tandoori Nights,1498.98,40.97,223.41,UPI,33,1316.54
ORD102760,2023-04-26 00:00:00,Delhi,Tandoori Nights,808.1,39.59,55.55,Cash,15,792.1400000000001
ORD102761,2023-04-26 01:00:00,Hyderabad,Pizza Corner,1364.29,48.29,228.94,Cash,77,1183.6399999999999
ORD102762,2023-04-26 02:00:00,Kolkata,Spice Hub,1725.27,0.58,414.51,Wallet,55,1311.34
ORD102763,2023-04-26 03:00:00,Mumbai,Tandoori Nights,426.42,61.19,60.96,Wallet,32,426.65000000000003
ORD102764,2023-04-26 04:00:00,Kolkata,Pizza Corner,1474.96,15.04,315.61,UPI,65,1174.3899999999999
ORD102765,2023-04-26 05:00:00,Bangalore,South Express,1699.68,83.23,331.29,Card,57,1451.6200000000001
ORD102766,2023-04-26 06:00:00,Delhi,Spice Hub,1642.05,56.93,366.51,UPI,80,1332.47
ORD102767,2023-04-26 07:00:00,Pune,Biryani House,534.3,21.5,48.82,Wallet,42,506.97999999999996
ORD102768,2023-04-26 08:00:00,Delhi,Spice Hub,1734.85,24.45,20.99,UPI,77,1738.31
ORD102769,2023-04-26 09:00:00,Pune,Pizza Corner,1863.49,68.24,284.48,UPI,24,1647.25
ORD102770,2023-04-26 10:00:00,Chennai,Tandoori Nights,1032.8,58.27,321.62,Cash,85,769.4499999999999
